0.03370941	0.18289138	-0.10542793	0.14033358	0.08025298	-0.060930125	-0.046379127	0.22398841
-0.0440833	0.014056117	-0.16324197	0.015664386	0.02085552	0.004301288	-0.015411272	0.119221
-0.48277366	-0.38142502	-0.59235036	-0.44755632	-0.462325	0.48587492	0.4884279	-0.31474844
0.24522133	0.20112991	0.13754119	0.1914755	0.13744146	-0.16571702	-0.19315064	0.2420315
-0.19172385	-0.086279735	-0.1808099	-0.10269697	-0.14425129	0.14482746	0.13026877	-0.021613626
0.78795576	0.851796	0.7547329	0.78836936	0.8220485	-0.8059796	-0.82642025	0.8106576
0.7529732	0.7599667	0.6143042	0.8189491	0.77115375	-0.74252474	-0.73819315	0.7839006
-0.38668248	-0.2714953	-0.43121964	-0.24485624	-0.31319892	0.31589302	0.40182117	-0.25723815
0.3003934	0.2650397	0.23140594	0.25539607	0.21712594	-0.29985294	-0.28213558	0.3029531
1.1751044	1.1556444	1.0751684	1.1826625	1.1382905	-1.1259756	-1.1322936	1.1395972
-1.1007133	-0.98118335	-1.125156	-1.0278652	-1.0328748	1.018168	1.074551	-0.9450334
-0.27256593	-0.17683864	-0.36193907	-0.19430217	-0.2439818	0.27171317	0.2637668	-0.1429179
-0.50797653	-0.3864063	-0.48929936	-0.40812242	-0.4342724	0.466716	0.47645932	-0.31917426
2.2241955	2.281953	2.1337123	2.1544914	2.211607	-2.2136993	-2.2309067	2.230985
1.5842756	1.5801291	1.5144736	1.5941755	1.5347308	-1.5307479	-1.604566	1.6279209
-0.7624311	-0.66318136	-0.82862985	-0.7338109	-0.7298546	0.7429805	0.78589123	-0.6301433
-0.25152677	-0.26306295	-0.30430073	-0.24816328	-0.26252055	0.26699197	0.23349534	-0.22980076
-1.2169116	-1.2041057	-1.2600895	-1.0897031	-1.1485642	1.2045094	1.2071906	-1.1219171
0.23295367	0.33897057	0.16446832	0.27606857	0.2934252	-0.2394201	-0.21987648	0.3228422
-0.16109547	-0.1628705	-0.27984306	-0.10197269	-0.20909275	0.21773534	0.20659176	-0.10357459
3.7264261	3.6508641	3.6058738	3.6328201	3.6417904	-3.5798392	-3.7351782	3.5519252
